Medal_type;Medal_code;Medal_date;Name;Gender;Discipline;Code_Discipline;Event;url_event;Country_code;Country
Bronze Medal;3;2024-08-08;Hasrat JAFAROV;M;Wrestling;WRE;Men's Greco-Roman 67kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000100--;AZE;Azerbaijan
Bronze Medal;3;2024-10-08;Chermen VALIEV;M;Wrestling;WRE;Men's Freestyle 74kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-74kg/repf000200--;ALB;Albania
Bronze Medal;3;2024-07-27;KIM Woomin;M;Swimming;SWM;Men's 400m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--;KOR;Korea
Gold Medal;1;2024-07-29;Korea;M;Archery;ARC;Men's Team;https://olympics.com/en/paris-2024/results/archery/men-s-team/fnl-000100--;KOR;Korea
Gold Medal;1;2024-02-08;ZHENG/HUANG;X;Badminton;BDM;Mixed Doubles;https://olympics.com/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--;CHN;China
Bronze Medal;3;2024-05-08;United States;W;3x3 Basketball;BK3;Women;https://olympics.com/en/paris-2024/results/3x3-basketball/women/fnl-000200--;USA;United States
Bronze Medal;3;2024-10-08;Serbia;M;Basketball;BKB;Men;https://olympics.com/en/paris-2024/results/basketball/men/fnl-000200--;SRB;Serbia
Gold Medal;1;2024-08-08;LIU/JI;M;Canoe Sprint;CSP;Men's Canoe Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------;CHN;China
Bronze Medal;3;2024-08-08;Spain;M;Canoe Sprint;CSP;Men's Kayak Four 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------;ESP;Spain
Bronze Medal;3;2024-09-08;MACKENZIE/VINCENT;W;Canoe Sprint;CSP;Women's Canoe Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------;CAN;Canada
Bronze Medal;3;2024-09-08;PUPP/FOJT;W;Canoe Sprint;CSP;Women's Kayak Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------;HUN;Hungary
Bronze Medal;3;2024-08-08;Hungary;W;Canoe Sprint;CSP;Women's Kayak Four 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------;HUN;Hungary
Gold Medal;1;2024-08-08;New Zealand;W;Canoe Sprint;CSP;Women's Kayak Four 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------;NZL;New Zealand
Bronze Medal;3;2024-07-08;Italy;M;Cycling Track;CTR;Men's Team Pursuit;https://olympics.com/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------;ITA;Italy
Gold Medal;1;2024-07-08;United States;W;Cycling Track;CTR;Women's Team Pursuit;https://olympics.com/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------;USA;United States
Bronze Medal;3;2024-05-08;Germany;W;Cycling Track;CTR;Women's Team Sprint;https://olympics.com/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------;GER;Germany
Gold Medal;1;2024-02-08;China;M;Diving;DIV;Men's Synchronised 3m Springboard;https://olympics.com/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--;CHN;China
Gold Medal;1;2024-07-31;China;W;Diving;DIV;Women's Synchronised 10m Platform;https://olympics.com/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--;CHN;China
Bronze Medal;3;2024-07-29;Japan;O;Equestrian;EQD;Eventing Team;https://olympics.com/en/paris-2024/results/equestrian/eventing/jump000100--;JPN;Japan
Bronze Medal;3;2024-02-08;France;O;Equestrian;EQD;Jumping Team;https://olympics.com/en/paris-2024/results/equestrian/jumping-team/fnl-000100--;FRA;France
Bronze Medal;3;2024-04-08;France;M;Fencing;FEN;Men's Foil Team;https://olympics.com/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--;FRA;France
Bronze Medal;3;2024-07-31;France;M;Fencing;FEN;Men's Sabre Team;https://olympics.com/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000200--;FRA;France
Gold Medal;1;2024-07-30;Italy;W;Fencing;FEN;Women's Épée Team;https://olympics.com/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--;ITA;Italy
Bronze Medal;3;2024-01-08;Japan;W;Fencing;FEN;Women's Foil Team;https://olympics.com/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--;JPN;Japan
Silver Medal;2;2024-03-08;Korea;W;Fencing;FEN;Women's Sabre Team;https://olympics.com/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--;KOR;Korea
Bronze Medal;3;2024-07-29;United States;M;Artistic Gymnastics;GAR;Men's Team;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--;USA;United States
Gold Medal;1;2024-11-08;Denmark;M;Handball;HBL;Men;https://olympics.com/en/paris-2024/results/handball/men/fnl-000100--;DEN;Denmark
Bronze Medal;3;2024-11-08;Spain;M;Handball;HBL;Men;https://olympics.com/en/paris-2024/results/handball/men/fnl-000200--;ESP;Spain
Bronze Medal;3;2024-10-08;Denmark;W;Handball;HBL;Women;https://olympics.com/en/paris-2024/results/handball/women/fnl-000200--;DEN;Denmark
Silver Medal;2;2024-09-08;China;W;Hockey;HOC;Women;https://olympics.com/en/paris-2024/results/hockey/women/fnl-000100--;CHN;China
Silver Medal;2;2024-03-08;Netherlands;M;Rowing;ROW;Men's Eight;https://olympics.com/en/paris-2024/results/rowing/men-s-eight/fnl---------;NED;Netherlands
Bronze Medal;3;2024-02-08;Switzerland;M;Rowing;ROW;Men's Pair;https://olympics.com/en/paris-2024/results/rowing/men-s-pair/fnl---------;SUI;Switzerland
Silver Medal;2;2024-07-31;Italy;M;Rowing;ROW;Men's Quadruple Sculls;https://olympics.com/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------;ITA;Italy
Gold Medal;1;2024-07-31;Netherlands;M;Rowing;ROW;Men's Quadruple Sculls;https://olympics.com/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------;NED;Netherlands
Bronze Medal;3;2024-07-31;Poland;M;Rowing;ROW;Men's Quadruple Sculls;https://olympics.com/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------;POL;Poland
Bronze Medal;3;2024-03-08;Great Britain;W;Rowing;ROW;Women's Eight;https://olympics.com/en/paris-2024/results/rowing/women-s-eight/fnl---------;GBR;Great Britain
Bronze Medal;3;2024-02-08;Australia;W;Rowing;ROW;Women's Pair;https://olympics.com/en/paris-2024/results/rowing/women-s-pair/fnl---------;AUS;Australia
Silver Medal;2;2024-02-08;Romania;W;Rowing;ROW;Lightweight Women's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------;ROU;Romania
Gold Medal;1;2024-01-08;New Zealand;W;Rowing;ROW;Women's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------;NZL;New Zealand
Gold Medal;1;2024-07-31;Great Britain;W;Rowing;ROW;Women's Quadruple Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------;GBR;Great Britain
Silver Medal;2;2024-07-27;Fiji;M;Rugby Sevens;RU7;Men;https://olympics.com/en/paris-2024/results/rugby-sevens/men/fnl-000100--;FIJ;Fiji
Gold Medal;1;2024-07-30;New Zealand;W;Rugby Sevens;RU7;Women;https://olympics.com/en/paris-2024/results/rugby-sevens/women/fnl-000100--;NZL;New Zealand
Gold Medal;1;2024-04-08;China;M;Swimming;SWM;Men's 4 x 100m Medley Relay;https://olympics.com/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--;CHN;China
Silver Medal;2;2024-03-08;China;X;Swimming;SWM;Mixed 4 x 100m Medley Relay;https://olympics.com/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--;CHN;China
Gold Medal;1;2024-03-08;EBDEN/PEERS;M;Tennis;TEN;Men's Doubles;https://olympics.com/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--;AUS;Australia
Gold Medal;1;2024-04-08;ERRANI/PAOLINI;W;Tennis;TEN;Women's Doubles;https://olympics.com/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--;ITA;Italy
Gold Medal;1;2024-05-08;Germany;X;Triathlon;TRI;Mixed Relay;https://olympics.com/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--;GER;Germany
Silver Medal;2;2024-05-08;United States;X;Triathlon;TRI;Mixed Relay;https://olympics.com/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--;USA;United States
Silver Medal;2;2024-09-08;Sweden;M;Table Tennis;TTE;Men's Team;https://olympics.com/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000;SWE;Sweden
Gold Medal;1;2024-10-08;China;W;Table Tennis;TTE;Women's Team;https://olympics.com/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000;CHN;China
Gold Medal;1;2024-09-08;ANA PATRICIA/DUDA;W;Beach Volleyball;VBV;Women;https://olympics.com/en/paris-2024/results/beach-volleyball/women/fnl-000100--;BRA;Brazil
Bronze Medal;3;2024-09-08;United States;M;Volleyball;VVO;Men;https://olympics.com/en/paris-2024/results/volleyball/men/fnl-000200--;USA;United States
Silver Medal;2;2024-11-08;United States;W;Volleyball;VVO;Women;https://olympics.com/en/paris-2024/results/volleyball/women/fnl-000100--;USA;United States
Gold Medal;1;2024-10-08;Arian SALIMI;M;Taekwondo;TKW;Men +80kg;https://olympics.com/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--;IRI;IR Iran
Silver Medal;2;2024-03-08;Shanieka RICKETTS;W;Athletics;ATH;Women's Triple Jump;https://olympics.com/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--;JAM;Jamaica
Bronze Medal;3;2024-10-08;Jasmine CAMACHO-QUINN;W;Athletics;ATH;Women's 100m Hurdles;https://olympics.com/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--;PUR;Puerto Rico
Bronze Medal;3;2024-01-08;Swapnil KUSALE;M;Shooting;SHO;50m Rifle 3 Positions Men;https://olympics.com/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--;IND;India
Bronze Medal;3;2024-10-08;Gor MINASYAN;M;Weightlifting;WLF;Men's +102kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s--plus-102kg/fnl-000100--;BRN;Bahrain
Gold Medal;1;2024-07-29;David POPOVICI;M;Swimming;SWM;Men's 200m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--;ROU;Romania
Silver Medal;2;2024-10-08;Varazdat LALAYAN;M;Weightlifting;WLF;Men's +102kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s--plus-102kg/fnl-000100--;ARM;Armenia
Silver Medal;2;2024-11-08;Rahman AMOUZADKHALILI;M;Wrestling;WRE;Men's Freestyle 65kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-65kg/fnl-000100--;IRI;IR Iran
Bronze Medal;3;2024-06-08;Amin MIRZAZADEH;M;Wrestling;WRE;Men's Greco-Roman 130kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/repf000100--;IRI;IR Iran
Silver Medal;2;2024-11-08;Elodie CLOUVEL;W;Modern Pentathlon;MPN;Women's Individual;https://olympics.com/en/paris-2024/results/modern-pentathlon/women-s-individual/fnl-0001lr--;FRA;France
Silver Medal;2;2024-07-08;Mihaela Valentina CAMBEI;W;Weightlifting;WLF;Women's 49kg;https://olympics.com/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--;ROU;Romania
Gold Medal;1;2024-01-08;Giovanni de GENNARO;M;Canoe Slalom;CSL;Men's Kayak Single;https://olympics.com/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--;ITA;Italy
Gold Medal;1;2024-05-08;Alice D'AMATO;W;Artistic Gymnastics;GAR;Women's Balance Beam;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--;ITA;Italy
Silver Medal;2;2024-01-08;Ilia SULAMANIDZE;M;Judo;JUD;Men -100 kg;https://olympics.com/en/paris-2024/results/judo/men--100-kg/fnl-000100--;GEO;Georgia
Bronze Medal;3;2024-10-08;Giorgio MALAN;M;Modern Pentathlon;MPN;Men's Individual;https://olympics.com/en/paris-2024/results/modern-pentathlon/men-s-individual/fnl-0001lr--;ITA;Italy
Gold Medal;1;2024-08-08;Hasanboy DUSMATOV;M;Boxing;BOX;Men's 51kg;https://olympics.com/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--;UZB;Uzbekistan
Gold Medal;1;2024-09-08;Magomed Eldarovitch RAMAZANOV;M;Wrestling;WRE;Men's Freestyle 86kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-86kg/fnl-000100--;BUL;Bulgaria
Bronze Medal;3;2024-11-08;Islam DUDAEV;M;Wrestling;WRE;Men's Freestyle 65kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-65kg/repf000200--;ALB;Albania
Bronze Medal;3;2024-07-28;Denis VIERU;M;Judo;JUD;Men -66 kg;https://olympics.com/en/paris-2024/results/judo/men--66-kg/repf000200--;MDA;Republic of Moldova
Bronze Medal;3;2024-07-27;Francisco GARRIGOS;M;Judo;JUD;Men -60 kg;https://olympics.com/en/paris-2024/results/judo/men--60-kg/repf000200--;ESP;Spain
Silver Medal;2;2024-04-08;Carlos ALCARAZ;M;Tennis;TEN;Men's Singles;https://olympics.com/en/paris-2024/results/tennis/men-s-singles/fnl-000100--;ESP;Spain
Bronze Medal;3;2024-03-08;Rajindra CAMPBELL;M;Athletics;ATH;Men's Shot Put;https://olympics.com/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--;JAM;Jamaica
Bronze Medal;3;2024-07-31;Michaela POLLERES;W;Judo;JUD;Women -70 kg;https://olympics.com/en/paris-2024/results/judo/women--70-kg/repf000100--;AUT;Austria
Bronze Medal;3;2024-02-08;Alisher YUSUPOV;M;Judo;JUD;Men +100 kg;https://olympics.com/en/paris-2024/results/judo/men--plus-100-kg/repf000200--;UZB;Uzbekistan
Bronze Medal;3;2024-07-08;Esra YILDIZ KAHRAMAN;W;Boxing;BOX;Women's 57kg;https://olympics.com/en/paris-2024/results/boxing/women-s-57kg/sfnl000100--;TUR;Türkiye
Bronze Medal;3;2024-10-08;Yauheni TSIKHANTSOU;M;Weightlifting;WLF;Men's 102kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s-102kg/fnl-000100--;AIN;AIN
Bronze Medal;3;2024-03-08;LEE Meng Yuan;M;Shooting;SHO;Skeet Men;https://olympics.com/en/paris-2024/results/shooting/skeet-men/fnl-000100--;TPE;Chinese Taipei
Bronze Medal;3;2024-10-08;Taha AKGUL;M;Wrestling;WRE;Men's Freestyle 125kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-125kg/repf000100--;TUR;Türkiye
Bronze Medal;3;2024-08-08;Luis Alberto ORTA SANCHEZ;M;Wrestling;WRE;Men's Greco-Roman 67kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000200--;CUB;Cuba
Gold Medal;1;2024-04-08;Sarah SJOESTROEM;W;Swimming;SWM;Women's 50m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--;SWE;Sweden
Bronze Medal;3;2024-07-08;Line Flem HOEST;W;Sailing;SAL;Women's Dinghy;https://olympics.com/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--;NOR;Norway
Gold Medal;1;2024-09-08;Martin FUKSA;M;Canoe Sprint;CSP;Men's Canoe Single 1000m;https://olympics.com/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------;CZE;Czechia
Silver Medal;2;2024-08-08;Billal BENNAMA;M;Boxing;BOX;Men's 51kg;https://olympics.com/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--;FRA;France
Silver Medal;2;2024-01-08;Titouan CASTRYCK;M;Canoe Slalom;CSL;Men's Kayak Single;https://olympics.com/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--;FRA;France
Silver Medal;2;2024-10-08;Svetlana OSIPOVA;W;Taekwondo;TKW;Women +67kg;https://olympics.com/en/paris-2024/results/taekwondo/women--plus-67kg/fnl-000100--;UZB;Uzbekistan
Silver Medal;2;2024-03-08;Camille JEDRZEJEWSKI;W;Shooting;SHO;25m Pistol Women;https://olympics.com/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--;FRA;France
Bronze Medal;3;2024-01-08;MA Zhenzhao;W;Judo;JUD;Women -78 kg;https://olympics.com/en/paris-2024/results/judo/women--78-kg/repf000100--;CHN;China
Bronze Medal;3;2024-07-30;Clarisse AGBEGNENOU;W;Judo;JUD;Women -63 kg;https://olympics.com/en/paris-2024/results/judo/women--63-kg/repf000100--;FRA;France
Bronze Medal;3;2024-02-08;Romane DICKO;W;Judo;JUD;Women +78 kg;https://olympics.com/en/paris-2024/results/judo/women--plus-78-kg/repf000200--;FRA;France
Silver Medal;2;2024-07-27;Luka MKHEIDZE;M;Judo;JUD;Men -60 kg;https://olympics.com/en/paris-2024/results/judo/men--60-kg/fnl-000100--;FRA;France
Silver Medal;2;2024-07-29;Joan-Benjamin GABA;M;Judo;JUD;Men -73 kg;https://olympics.com/en/paris-2024/results/judo/men--73-kg/fnl-000100--;FRA;France
Bronze Medal;3;2024-04-08;David de PINA;M;Boxing;BOX;Men's 51kg;https://olympics.com/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--;CPV;Cabo Verde
Gold Medal;1;2024-03-08;YANG Jiin;W;Shooting;SHO;25m Pistol Women;https://olympics.com/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--;KOR;Korea
Silver Medal;2;2024-11-08;PARK Hyejeong;W;Weightlifting;WLF;Women's +81kg;https://olympics.com/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--;KOR;Korea
Bronze Medal;3;2024-07-31;Anthony JEANJEAN;M;Cycling BMX Freestyle;BMF;Men's Park;https://olympics.com/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--;FRA;France
Bronze Medal;3;2024-03-08;Christophe LAPORTE;M;Cycling Road;CRD;Men's Road Race;https://olympics.com/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--;FRA;France
Silver Medal;2;2024-03-08;Valentin MADOUAS;M;Cycling Road;CRD;Men's Road Race;https://olympics.com/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--;FRA;France
Bronze Medal;3;2024-07-08;Nelvie Raman TIAFACK;M;Boxing;BOX;Men's +92kg;https://olympics.com/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000100--;GER;Germany
Silver Medal;2;2024-07-29;Adam BURGESS;M;Canoe Slalom;CSL;Men's Canoe Single;https://olympics.com/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--;GBR;Great Britain
Silver Medal;2;2024-10-08;Caden CUNNINGHAM;M;Taekwondo;TKW;Men +80kg;https://olympics.com/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-07-28;ABE Hifumi;M;Judo;JUD;Men -66 kg;https://olympics.com/en/paris-2024/results/judo/men--66-kg/fnl-000100--;JPN;Japan
Silver Medal;2;2024-07-08;Theerapong SILACHAI;M;Weightlifting;WLF;Men's 61kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--;THA;Thailand
Gold Medal;1;2024-10-08;Jakob INGEBRIGTSEN;M;Athletics;ATH;Men's 5000m;https://olympics.com/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--;NOR;Norway
Bronze Medal;3;2024-03-08;Emma WILSON;W;Sailing;SAL;Women's Windsurfing;https://olympics.com/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--;GBR;Great Britain
Bronze Medal;3;2024-08-08;Rasheed BROADBELL;M;Athletics;ATH;Men's 110m Hurdles;https://olympics.com/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--;JAM;Jamaica
Silver Medal;2;2024-06-08;CHEN Yuxi;W;Diving;DIV;Women's 10m Platform;https://olympics.com/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--;CHN;China
Silver Medal;2;2024-08-08;WANG Zongyuan;M;Diving;DIV;Men's 3m Springboard;https://olympics.com/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--;CHN;China
